id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCLHTPO25N000000001,장소,유적지,10000051,덕수궁중명전,,,60603,유명사적/유적지,1114016700100010011,서울특별시,중구,정동,,1-11,1114016700,1114052000,,,,126.9725123,37.5667071,다사534520,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000002,장소,유적지,10000141,마애여래좌상,,,60604,국보,4792031028201080002,경상북도,봉화군,물야면,북지리,산108-2,4792031028,4792031000,,,,128.736928,36.9312964,마바101821,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000003,장소,유적지,10205988,해신당,,,60607,천연기념물,4793031022200030018,경상북도,울진군,북면,나곡리,산3-18,4793031022,4793031000,,,,129.3706886,37.1276364,마사661048,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000004,장소,유적지,10210460,팔각정,,,60607,천연기념물,1114014200100080001,서울특별시,중구,예장동,,8-1,1114014200,1114057000,,,,126.9876489,37.5516598,다사547503,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000005,장소,유적지,10210860,황강서원,,,60603,유명사적/유적지,5211114200102950003,전북특별자치도,전주시완산구,효자동3가,,295-3,5211114200,5211173000,,,,127.1033159,35.8291357,다마641592,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000006,장소,유적지,10213134,대한성공회강화성당,,,60603,유명사적/유적지,2871025022104220000,인천광역시,강화군,강화읍,관청리,422,2871025022,2871025000,,,,126.4862818,37.7485789,다사106725,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000007,장소,유적지,10213165,복신미륵,,,60603,유명사적/유적지,5011010700112750013,제주특별자치도,제주시,건입동,,1275-13,5011010700,5011059000,,,,126.5319444,33.515494,다다100030,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000008,장소,유적지,10213375,대원사,,,180301,유명사찰,4678036024108310000,전라남도,보성군,문덕면,죽산리,831,4678036024,4678036000,467804670390.0,죽산길,506-8,127.1325994,34.9612363,다라664629,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000009,장소,유적지,10213379,마애여래좌상,,,60603,유명사적/유적지,4113110700105530001,경기도,성남시수정구,복정동,,553-1,4113110700,4113162000,,,,127.1367169,37.4534842,다사678394,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000010,장소,유적지,10213385,백마고지위령비,,,60606,비/탑/문/각,5178025031118210000,강원특별자치도,철원군,철원읍,산명리,1821,5178025031,5178025000,,,,127.1653275,38.2696075,다아707299,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000011,장소,유적지,10213389,충렬서원,,,60603,유명사적/유적지,4146125327101180002,경기도,용인시처인구,모현읍,능원리,118-2,4146125327,4146125300,,,,127.1703206,37.3410411,다사707269,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000012,장소,유적지,10213400,남구만선생묘,,,60603,유명사적/유적지,4146125323100920002,경기도,용인시처인구,모현읍,초부리,92-2,4146125323,4146125300,,,,127.2440282,37.3138107,다사773239,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000013,장소,유적지,10213403,모현지석묘,,,60603,유명사적/유적지,4146125321104980000,경기도,용인시처인구,모현읍,왕산리,498,4146125321,4146125300,,,,127.2525259,37.3355507,다사780263,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000014,장소,유적지,10213492,무주향교,,,60603,유명사적/유적지,5273025021102640001,전북특별자치도,무주군,무주읍,읍내리,264-1,5273025021,5273025000,,,,127.6660136,36.0083657,라마149790,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000015,장소,유적지,10213701,강릉객사,,,60603,유명사적/유적지,5115010700100580001,강원특별자치도,강릉시,용강동,,58-1,5115010700,5115052000,,,,128.8917048,37.7532872,마사225735,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000016,장소,유적지,10213721,간월사지,,,60603,유명사적/유적지,3171038034105120001,울산광역시,울주군,상북면,등억알프스리,512-1,3171038034,3171038000,,,,129.0727473,35.5554306,마마425299,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000017,장소,유적지,10258190,정읍향교,,,60609,서원/향교/서당,5218010200100430001,전북특별자치도,정읍시,장명동,,43-1,5218010200,5218052000,521803270044.0,충정로,184,126.8605651,35.567441,다마420303,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000018,장소,유적지,10259772,동학사,,,180301,유명사찰,4415034033107890000,충청남도,공주시,반포면,학봉리,789,4415034033,4415034000,441503251009.0,동학사1로,462,127.2200693,36.3533402,다바748173,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000019,장소,유적지,10260208,단양향교,,,60609,서원/향교/서당,4380036023101370001,충청북도,단양군,단성면,상방리,137-1,4380036023,4380036000,438003248051.0,충혼로,26,128.3228705,36.9373248,라바732824,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000020,장소,유적지,10278158,지례향교,,,60609,서원/향교/서당,4715042021107400000,경상북도,김천시,지례면,교리,740,4715042021,4715042000,471504718934.0,향교길,84,128.0273171,35.9895605,라마475771,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000021,장소,유적지,10278366,약사암,,,180301,유명사찰,4729031031200440000,경상북도,경산시,와촌면,대한리,산44,4729031031,4729031000,472904739024.0,갓바위로81길,176-64,128.7390862,35.9816419,마마117768,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000022,장소,유적지,10282564,포은정몽주유허비,,,60606,비/탑/문/각,4723037031102870004,경상북도,영천시,임고면,우항리,287-4,4723037031,4723037000,,,,128.9855375,36.0061526,마마338798,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000023,장소,유적지,10283679,안동문화답사촌,,,60608,고택/생가/민속마을,4717035026103130000,경상북도,안동시,일직면,명진리,313,4717035026,4717035000,471704722164.0,평팔명진길,199,128.6430137,36.4301841,마바024264,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000024,장소,유적지,10287436,어재연장군생가,,,60608,고택/생가/민속마을,4150038027100740000,경기도,이천시,율면,산성리,74,4150038027,4150038000,415004421656.0,일생로897번길,22-47,127.5603305,37.0452944,라바053940,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000025,장소,유적지,10289367,감로루,,,60606,비/탑/문/각,4790031051101050000,경상북도,예천군,용문면,원류리,105,4790031051,4790031000,,,,128.3909821,36.7139052,라바795576,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000026,장소,유적지,10289850,축서사,,,180301,유명사찰,4792031023100010000,경상북도,봉화군,물야면,개단리,1,4792031023,4792031000,479204772303.0,월계길,739,128.7989811,36.9816614,마바156878,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000027,장소,유적지,10290305,명주사,,,180301,유명사찰,5113039026117060006,강원특별자치도,원주시,신림면,황둔리,1706-6,5113039026,5113039000,511304457227.0,물안길,62,128.1282951,37.2571992,라사557177,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000028,장소,유적지,10298577,백련사,,,180301,유명사찰,4182033021103660005,경기도,가평군,상면,연하리,366-5,4182033021,4182033000,418204448135.0,샘골길,159-50,127.3495465,37.7836459,다사867760,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000029,장소,유적지,10301666,무각사,,,180301,유명사찰,2914011800112680001,광주광역시,서구,쌍촌동,,1268-1,2914011800,2914075100,291403160035.0,운천로,230,126.8567011,35.1531908,다라414844,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000030,장소,유적지,10302553,남해충렬사,,,60603,유명사적/유적지,4884038027103500000,경상남도,남해군,설천면,노량리,350,4884038027,4884038000,,,,127.8761896,34.941944,라라343608,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000031,장소,유적지,10308460,덕원서원,,,60609,서원/향교/서당,4889039028105960001,경상남도,합천군,청덕면,성태리,596-1,4889039028,4889039000,488904844331.0,성태길,81,128.3192963,35.585574,라마742324,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000032,장소,유적지,10308978,봉황각,,,60606,비/탑/문/각,1130510400102540000,서울특별시,강북구,우이동,,254,1130510400,1130564500,,,,127.0062153,37.6603601,다사564624,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000033,장소,유적지,10309715,문학대,,,60603,유명사적/유적지,5211114200116130017,전북특별자치도,전주시완산구,효자동3가,,1613-17,5211114200,5211173000,,,,127.1034723,35.8273638,다마641590,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000034,장소,유적지,10310697,이항로생가,,,60608,고택/생가/민속마을,4183035027105350006,경기도,양평군,서종면,노문리,535-6,4183035027,4183035000,418303217047.0,화서1로,239,127.4270342,37.639809,다사935600,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000035,장소,유적지,10312006,대광사,,,180301,유명사찰,4113511400102950000,경기도,성남시분당구,구미동,,295,4113511400,4113567000,411354340011.0,구미로185번길,30,127.1276263,37.3467446,다사670275,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000036,장소,유적지,10312173,설봉서원,,,60609,서원/향교/서당,4150010200104370001,경기도,이천시,관고동,,437-1,4150010200,4150053000,415004421057.0,경충대로2709번길,276,127.4206168,37.2817077,다사929203,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000037,장소,유적지,10319316,남한산성,,,60610,성/성터,4161037021200230000,경기도,광주시,남한산성면,산성리,산23,4161037021,4161037000,,,,127.1890246,37.47264,다사725415,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000038,장소,유적지,10320498,봉정암석가사리탑,,,60606,비/탑/문/각,5181032024200120070,강원특별자치도,인제군,북면,용대리,산12-70,5181032024,5181032000,,,,128.4534556,38.1268357,라아835145,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000039,장소,유적지,10321026,연등국제선원,,,180301,유명사찰,2871033026100850000,인천광역시,강화군,길상면,길직리,85,2871033026,2871033000,287103157003.0,강화동로,349-60,126.4836613,37.6707538,다사103639,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000040,장소,유적지,1046600,순직선원위령탑,,,60606,비/탑/문/각,2620012100111480000,부산광역시,영도구,동삼동,,1148,2620012100,2620066000,,,,129.0833263,35.0658852,마라443756,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000041,장소,유적지,10589850,덕수궁,,,60601,궁궐/종묘,1114016700100050001,서울특별시,중구,정동,,5-1,1114016700,1114052000,111402005001.0,세종대로,99,126.9745475,37.5660376,다사535519,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000042,장소,유적지,10590620,신리성지,,,60603,유명사적/유적지,4427025029100620003,충청남도,당진시,합덕읍,신리,62-3,4427025029,4427025000,,,,126.7710849,36.7626123,다바349629,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000043,장소,유적지,10592447,신숭겸장군유적지,,,60603,유명사적/유적지,2714014500105260000,대구광역시,동구,지묘동,,526,2714014500,2714076000,,,,128.6416639,35.9425367,마마029723,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000044,장소,유적지,10593745,목포근대역사관,1관,,60603,유명사적/유적지,4611013400100010005,전라남도,목포시,대의동2가,,1-5,4611013400,4611066000,,,,126.382103,34.7875476,나라977442,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000045,장소,유적지,10600529,반기문생가터,,,60608,고택/생가/민속마을,4377032024106030000,충청북도,음성군,원남면,상당리,603,4377032024,4377032000,437704541713.0,행치길,15,127.6648644,36.8921377,라바146771,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000046,장소,유적지,10601165,죽산향교,,,60609,서원/향교/서당,4155040021200360001,경기도,안성시,죽산면,죽산리,산36-1,4155040021,4155040000,415504424600.0,죽산향교길,54-41,127.4235619,37.0821348,다바932981,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000047,장소,유적지,10601506,한봉수의병장유적지,,,60603,유명사적/유적지,4311425041102790017,충청북도,청주시청원구,내수읍,학평리,279-17,4311425041,4311425000,,,,127.5496318,36.7185521,라바044578,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000048,장소,유적지,10601535,화랑무예태권도성지,,,60603,유명사적/유적지,4375025033100760001,충청북도,진천군,진천읍,상계리,76-1,4375025033,4375025000,,,,127.3815992,36.8375028,다바894710,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000049,장소,유적지,10607111,삼방리3층석탑,,,60606,비/탑/문/각,4376041026100610000,충청북도,괴산군,불정면,삼방리,61,4376041026,4376041000,,,,127.8101527,36.9345309,라바276818,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000050,장소,유적지,10607115,삼방리마애불,,,60606,비/탑/문/각,4376041026108170011,충청북도,괴산군,불정면,삼방리,817-11,4376041026,4376041000,,,,127.7991587,36.9385098,라바266822,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000051,장소,유적지,10607838,월계서원,,,60609,서원/향교/서당,4793025026107080000,경상북도,울진군,울진읍,고성리,708,4793025026,4793025000,479304775016.0,고성3길,31-68,129.3822964,37.000854,마바674908,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000052,장소,유적지,10607914,임란의병한천전승첩탑,,,60606,비/탑/문/각,4723035027100360000,경상북도,영천시,화남면,삼창리,36,4723035027,4723035000,,,,128.8997398,36.0693674,마마260867,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000053,장소,유적지,10608048,하원동탐라왕자묘,,,60602,왕릉/고분,5013011800100130000,제주특별자치도,서귀포시,하원동,,13,5013011800,5013061000,,,,126.4712233,33.2777593,다나041767,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000054,장소,유적지,10608095,충무공이수일신도비,,,60606,비/탑/문/각,4313039028102020012,충청북도,충주시,금가면,오석리,202-12,4313039028,4313039000,,,,127.88539,37.0108397,라바342903,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000055,장소,유적지,10608408,호계서원,,,60609,서원/향교/서당,4717038021100770001,경상북도,안동시,임하면,임하리,77-1,4717038021,4717038000,471704722234.0,호계길,183,128.8782028,36.5354696,마바233384,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000056,장소,유적지,10608554,독도영토표석,,,60606,비/탑/문/각,4794025027100300000,경상북도,울릉군,울릉읍,독도리,30,4794025027,4794025000,,,,131.8684917,37.2398877,사사875246,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000057,장소,유적지,10608565,성화대,,,60603,유명사적/유적지,4794025027100300000,경상북도,울릉군,울릉읍,독도리,30,4794025027,4794025000,,,,131.8695736,37.2388035,사사876245,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000058,장소,유적지,10615191,김두한가옥,,,60608,고택/생가/민속마을,5113025026108520015,강원특별자치도,원주시,문막읍,건등리,852-15,5113025026,5113025000,511304457567.0,지샘등안길,46-25,127.8134444,37.3216069,라사277247,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000059,장소,유적지,10616480,최항선생묘,,,60603,유명사적/유적지,4161034027200110001,경기도,광주시,퇴촌면,도마리,산11-1,4161034027,4161034000,,,,127.2733127,37.4618044,다사799403,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000060,장소,유적지,10616633,쌍산재,,,60608,고택/생가/민속마을,4673034023106320000,전라남도,구례군,마산면,사도리,632,4673034023,4673034000,467304664285.0,장수길,3-2,127.4980277,35.2157408,다라998911,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000061,장소,유적지,10619741,나주동점문,,,60606,비/탑/문/각,4617011500101260008,전라남도,나주시,중앙동,,126-8,4617011500,4617055000,,,,126.7234514,35.0344736,다라291713,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000062,장소,유적지,10622324,진해루,,,60603,유명사적/유적지,4812913900110070014,경상남도,창원시진해구,경화동,,1007-14,4812913900,4812956000,,,,128.6855934,35.1472408,마라079842,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000063,장소,유적지,10683814,각황전앞석등,,,60604,국보,4673034024100120000,전라남도,구례군,마산면,황전리,12,4673034024,4673034000,,,,127.4974428,35.2571515,다라997957,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000064,장소,유적지,10683816,영산전,,,60604,국보,4723031034200910000,경상북도,영천시,청통면,신원리,산91,4723031034,4723031000,,,,128.764282,36.0196308,마마139810,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000065,장소,유적지,10683819,무열왕릉비,,,60604,국보,4713011500108440001,경상북도,경주시,서악동,,844-1,4713011500,4713059000,,,,129.188548,35.8251492,마마525600,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000066,장소,유적지,10683820,석탑,,,60604,국보,4713012200103120000,경상북도,경주시,구황동,,312,4713012200,4713060500,,,,129.2336593,35.8405648,마마565618,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000067,장소,유적지,10683823,술정리동삼층석탑,,,60604,국보,4874025025104120020,경상남도,창녕군,창녕읍,술정리,412-20,4874025025,4874025000,,,,128.4961098,35.5395835,라마902275,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000068,장소,유적지,10683824,상원사동종,,,60604,국보,5176036027103080005,강원특별자치도,평창군,진부면,동산리,308-5,5176036027,5176036000,,,,128.5645472,37.7869217,라사937768,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000069,장소,유적지,10683826,삼층석탑및석등,,,60604,국보,4680035032100450000,전라남도,장흥군,유치면,봉덕리,45,4680035032,4680035000,,,,126.8962956,34.8077042,다라447460,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000070,장소,유적지,10683827,진감선사대공탑비,,,60604,국보,4885031026102090000,경상남도,하동군,화개면,운수리,209,4885031026,4885031000,,,,127.6497891,35.2349346,라라136932,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000071,장소,유적지,10683828,대웅전,,,60604,국보,4481036031100190000,충청남도,예산군,덕산면,사천리,19,4481036031,4481036000,,,,126.6226816,36.6632897,다바215520,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000072,장소,유적지,10683830,여래좌상,,,60604,국보,4479032025100150000,충청남도,청양군,대치면,장곡리,15,4479032025,4479032000,,,,126.8602734,36.4176454,다바426246,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000073,장소,유적지,10683832,철조비로자나불좌상,,,60604,국보,4680035032100450000,전라남도,장흥군,유치면,봉덕리,45,4680035032,4680035000,,,,126.8964864,34.8079483,다라448460,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000074,장소,유적지,10683834,오층석탑,,,60604,국보,4719025025105050002,경상북도,구미시,선산읍,죽장리,505-2,4719025025,4719025000,,,,128.2817218,36.2485409,라바702059,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000075,장소,유적지,10683836,모전오층석탑,,,60604,국보,4776031042103910005,경상북도,영양군,입암면,산해리,391-5,4776031042,4776031000,,,,129.0693785,36.5850301,마바403441,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000076,장소,유적지,10683837,천마총금관,,,60604,국보,4713011200100760000,경상북도,경주시,인왕동,,76,4713011200,4713060500,,,,129.227876,35.8294441,마마560605,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000077,장소,유적지,10683839,대웅전,,,60604,국보,4833034022105830000,경상남도,양산시,하북면,지산리,583,4833034022,4833034000,,,,129.0637071,35.4879407,마마418224,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000078,장소,유적지,10683842,마애여래좌상,,,60604,국보,4682031027200080001,전라남도,해남군,삼산면,구림리,산8-1,4682031027,4682031000,,,,126.6311151,34.4747965,다라202093,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000079,장소,유적지,10683845,원각사지10층석탑,,,60604,국보,1111013800100380003,서울특별시,종로구,종로2가,,38-3,1111013800,1111061500,,,,126.9886525,37.5710786,다사548525,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000080,장소,유적지,10683848,백월보광탑비,,,60604,국보,4418040021100730000,충청남도,보령시,성주면,성주리,73,4418040021,4418040000,,,,126.6560794,36.3449259,다바242167,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000081,장소,유적지,10683853,무량수전앞석등,,,60604,국보,4721039022101570000,경상북도,영주시,부석면,북지리,157,4721039022,4721039000,,,,128.6872807,36.9986879,마바056895,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000082,장소,유적지,10683874,철감선사탑,,,60604,국보,4679034037107400000,전라남도,화순군,이양면,증리,740,4679034037,4679034000,,,,127.0604827,34.8871133,다라598547,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000083,장소,유적지,10683881,군위삼존석굴,,,60604,국보,2772033026114770000,대구광역시,군위군,부계면,남산리,1477,2772033026,2772033000,,,,128.6400885,36.0477563,마마026840,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000084,장소,유적지,10683888,마애여래좌상,,,60604,국보,4681036021201160002,전라남도,강진군,성전면,월남리,산116-2,4681036021,4681036000,,,,126.7017877,34.7573026,다라269406,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000085,장소,유적지,10683897,정혜원륭탑,,,60604,국보,4313043021200320002,충청북도,충주시,소태면,오량리,산32-2,4313043021,4313043000,,,,127.838104,37.1308682,라사300036,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000086,장소,유적지,10683928,석조,,,60605,보물,4713013400100150001,경상북도,경주시,진현동,,15-1,4713013400,4713065000,,,,129.3316502,35.7894086,마마655563,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000087,장소,유적지,10684165,금골산오층석탑,,,60605,보물,4690031024103740006,전라남도,진도군,군내면,둔전리,374-6,4690031024,4690031000,,,,126.2947873,34.5395364,나라894168,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000088,장소,유적지,10684168,법당,,,60605,보물,2871034025104670008,인천광역시,강화군,화도면,사기리,467-8,2871034025,2871034000,,,,126.4450151,37.6084827,다사068570,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000089,장소,유적지,10684170,대웅전,,,60605,보물,4687033026100080000,전라남도,영광군,불갑면,모악리,8,4687033026,4687033000,,,,126.5499696,35.2007507,다라135899,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000090,장소,유적지,10684171,도솔암마애불,,,60605,보물,5279032036200970000,전북특별자치도,고창군,아산면,삼인리,산97,5279032036,5279032000,,,,126.5645659,35.4820005,다마151210,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000091,장소,유적지,10684172,오층석탑,,,60605,보물,5011011300106960000,제주특별자치도,제주시,삼양일동,,696,5011011300,5011061000,,,,126.5982559,33.5291652,다다162045,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000092,장소,유적지,10684173,대웅전,,,60605,보물,5279032036105000000,전북특별자치도,고창군,아산면,삼인리,500,5279032036,5279032000,,,,126.5783392,35.4969902,다마164227,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000093,장소,유적지,10684176,고려동종,,,60605,보물,5280037022102660002,전북특별자치도,부안군,진서면,석포리,266-2,5280037022,5280037000,,,,126.5878476,35.6171539,다마173360,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000094,장소,유적지,10684177,대웅보전,,,60605,보물,5280037022102680000,전북특별자치도,부안군,진서면,석포리,268,5280037022,5280037000,,,,126.5869416,35.6176479,다마173361,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000095,장소,유적지,10684180,오층석탑,,,60605,보물,4683036029100080000,전라남도,영암군,군서면,도갑리,8,4683036029,4683036000,,,,126.6628908,34.7528608,다라233401,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000096,장소,유적지,10684181,신경리마애석불,,,60605,보물,4480025625200810000,충청남도,홍성군,홍북읍,신경리,산81,4480025625,4480025600,,,,126.6588851,36.6523047,다바248508,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000097,장소,유적지,10684182,용암사지삼층석탑,,,60605,보물,4683025021104360003,전라남도,영암군,영암읍,회문리,436-3,4683025021,4683025000,,,,126.683533,34.7938993,다라253446,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000098,장소,유적지,10684184,성풍사지오층석탑,,,60605,보물,4683025028105330000,전라남도,영암군,영암읍,용흥리,533,4683025028,4683025000,,,,126.7042317,34.7910075,다라272443,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000099,장소,유적지,10684187,나주향교대성전,,,60605,보물,4617010500100320003,전라남도,나주시,교동,,32-3,4617010500,4617054000,,,,126.7111101,35.0338508,다라280712,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000100,장소,유적지,10684189,나주북문외삼층석탑,,,60605,보물,4617011300101090005,전라남도,나주시,과원동,,109-5,4617011300,4617055000,,,,126.7165498,35.0329638,다라285711,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000000101,장소,유적지,10684190,사적비,,,60605,보물,4681034026102470000,전라남도,강진군,도암면,만덕리,247,4681034026,4681034000,,,,126.7475535,34.5877659,다라309217,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
