id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCLHTPO25N000002254,장소,유적지,11399060,충강공이상급신도비,,,60606,비/탑/문/각,4313025027200680001,충청북도,충주시,주덕읍,사락리,산68-1,4313025027,4313025000,,,,127.7866039,37.00913,라바254901,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002255,장소,유적지,11399063,괴산동헌,,,60609,서원/향교/서당,4376025021106250000,충청북도,괴산군,괴산읍,동부리,625,4376025021,4376025000,437604538585.0,읍내로2길,65-20,127.7923757,36.8103409,라바260680,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002256,장소,유적지,11399065,청산향교,,,60609,서원/향교/서당,4373035023102670000,충청북도,옥천군,청산면,교평리,267,4373035023,4373035000,437304526039.0,교평2길,18,127.79721,36.3461997,라바266165,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002257,장소,유적지,11399067,명정각,,,60606,비/탑/문/각,4374031023106700001,충청북도,영동군,용산면,율리,670-1,4374031023,4374031000,,,,127.8041278,36.2322901,라바273039,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002258,장소,유적지,11399070,김수온묘소,,,60603,유명사적/유적지,4374031032200180001,충청북도,영동군,용산면,한곡리,산18-1,4374031032,4374031000,,,,127.8069612,36.2839243,라바275096,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002259,장소,유적지,11399074,만동묘정비,,,60606,비/탑/문/각,4376036045103930002,충청북도,괴산군,청천면,화양리,393-2,4376036045,4376036000,,,,127.8110748,36.6686733,라바277523,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002260,장소,유적지,11399078,신항리상여,,,60603,유명사적/유적지,4374031024100240000,충청북도,영동군,용산면,신항리,24,4374031024,4374031000,,,,127.8140562,36.2637596,라바282074,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002261,장소,유적지,11399079,송담재,,,60609,서원/향교/서당,4374031023105940000,충청북도,영동군,용산면,율리,594,4374031023,4374031000,437404529392.0,송담길,43-2,127.8153623,36.2394293,라바283047,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002262,장소,유적지,11399094,정인지묘,,,60603,유명사적/유적지,4376041025107780000,충청북도,괴산군,불정면,외령리,778,4376041025,4376041000,,,,127.8213602,36.9262891,라바286809,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002263,장소,유적지,11399104,충주청룡사위전비,,,60606,비/탑/문/각,4313043021200320000,충청북도,충주시,소태면,오량리,산32,4313043021,4313043000,,,,127.8380096,37.1320645,라사300037,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002264,장소,유적지,11399110,노수신적소,,,60603,유명사적/유적지,4376034027102450000,충청북도,괴산군,칠성면,사은리,245,4376034027,4376034000,,,,127.8407929,36.7471266,라바304610,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002265,장소,유적지,11399111,봉서재,,,60609,서원/향교/서당,4376034028100760000,충청북도,괴산군,칠성면,외사리,76,4376034028,4376034000,437604538257.0,명태재로외사4길,19-1,127.8414666,36.7694408,라바304635,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002266,장소,유적지,11399112,혜원정사,,,60608,고택/생가/민속마을,4313033523102570008,충청북도,충주시,대소원면,장성리,257-8,4313033523,4313033500,431304514143.0,금곡만정길,194,127.8421454,36.9617715,라바304848,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002267,장소,유적지,11399118,김시민장군충민사,,,60603,유명사적/유적지,4376025027200020002,충청북도,괴산군,괴산읍,능촌리,산2-2,4376025027,4376025000,,,,127.8469344,36.8364444,라바309709,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002268,장소,유적지,11399125,김기응가옥,,,60608,고택/생가/민속마을,4376034026109070010,충청북도,괴산군,칠성면,율원리,907-10,4376034026,4376034000,437604538774.0,칠성로4길,20,127.8593331,36.7817373,라바320649,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002269,장소,유적지,11399128,누암리고분군,,,60603,유명사적/유적지,4313038527200410000,충청북도,충주시,중앙탑면,루암리,산41,4313038527,4313038500,,,,127.8626808,37.0014748,라바322892,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002270,장소,유적지,11399143,송우암유허비,,,60606,비/탑/문/각,4374032027101110000,충청북도,영동군,황간면,원촌리,111,4374032027,4374032000,,,,127.8920896,36.2337616,라바352041,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002271,장소,유적지,11399148,영동화수루,,,60603,유명사적/유적지,4374035023100810000,충청북도,영동군,상촌면,하도대리,81,4374035023,4374035000,,,,127.8954143,36.1346779,라마355931,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002272,장소,유적지,11399159,충주김생사지,,,60608,고택/생가/민속마을,4313039023100650005,충청북도,충주시,금가면,유송리,65-5,4313039023,4313039000,431303238007.0,김생로,325,127.9082363,37.006176,라바363898,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002273,장소,유적지,11399162,고반대,,,60603,유명사적/유적지,4374035031108170000,충청북도,영동군,상촌면,유곡리,817,4374035031,4374035000,,,,127.9108755,36.1427382,라마369940,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002274,장소,유적지,11399165,영동삼괴당,,,60608,고택/생가/민속마을,4374035021104460000,충청북도,영동군,상촌면,임산리,446,4374035021,4374035000,437404529549.0,임산3길,28-13,127.9112017,36.1483592,라마369946,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002275,장소,유적지,11399168,황간향교,,,60609,서원/향교/서당,4374032021101500001,충청북도,영동군,황간면,남성리,150-1,4374032021,4374032000,437404529068.0,구교리길,88,127.9158877,36.2284264,라바373035,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002276,장소,유적지,11399169,가학루,,,60603,유명사적/유적지,4374032021101400000,충청북도,영동군,황간면,남성리,140,4374032021,4374032000,,,,127.9165591,36.2279286,라바374034,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002277,장소,유적지,11399170,영모재,,,60609,서원/향교/서당,4374035021103760000,충청북도,영동군,상촌면,임산리,376,4374035021,4374035000,437404529053.0,관기길,16-3,127.9167846,36.15106,라마374949,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002278,장소,유적지,11399172,중원윤민걸가옥,,,60608,고택/생가/민속마을,4313042025101330000,충청북도,충주시,엄정면,미내리,133,4313042025,4313042000,431304514516.0,미곡1길,54,127.9203361,37.0837119,라바373984,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002279,장소,유적지,11399176,충주팔봉서원지,,,60603,유명사적/유적지,4313033528100740001,충청북도,충주시,대소원면,문주리,74-1,4313033528,4313033500,,,,127.9226998,36.9011908,라바376781,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002280,장소,유적지,11399177,중원문주리와요지,,,60603,유명사적/유적지,4313033528100500001,충청북도,충주시,대소원면,문주리,50-1,4313033528,4313033500,,,,127.9227131,36.89993,라바376780,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002281,장소,유적지,11399179,흥학당,,,60608,고택/생가/민속마을,4374034021104520001,충청북도,영동군,매곡면,노천리,452-1,4374034021,4374034000,437404529142.0,내동1길,44,127.9266391,36.2058927,라바383010,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002282,장소,유적지,11399185,경종대왕태실,,,60603,유명사적/유적지,4313042027200340001,충청북도,충주시,엄정면,괴동리,산34-1,4313042027,4313042000,,,,127.9272641,37.1090397,라사379012,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002283,장소,유적지,11399189,괴산각연사석조귀부,,,60603,유명사적/유적지,4376034032100350000,충청북도,괴산군,칠성면,태성리,35,4376034032,4376034000,,,,127.929409,36.7533912,라바383617,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002284,장소,유적지,11399190,사로당,,,60608,고택/생가/민속마을,4374034021103220000,충청북도,영동군,매곡면,노천리,322,4374034021,4374034000,437404529142.0,내동1길,8,127.9302592,36.205309,라바386009,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002285,장소,유적지,11399194,연안이씨쌍효각,,,60606,비/탑/문/각,4313040027116970005,충청북도,충주시,동량면,대전리,1697-5,4313040027,4313040000,,,,127.9328612,37.0518093,라바384948,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002286,장소,유적지,11399196,충주청녕헌,,,60609,서원/향교/서당,4313010100102320002,충청북도,충주시,성내동,,232-2,4313010100,4313051500,431304514081.0,관아1길,21,127.9361975,36.9705156,라바388858,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002287,장소,유적지,11399197,충주제금당,,,60608,고택/생가/민속마을,4313010100102320002,충청북도,충주시,성내동,,232-2,4313010100,4313051500,431304514081.0,관아1길,21,127.9361975,36.9705156,라바388858,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002288,장소,유적지,11399198,충주축성사적비,,,60606,비/탑/문/각,4313010100102320002,충청북도,충주시,성내동,,232-2,4313010100,4313051500,,,,127.9361975,36.9705156,라바388858,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002289,장소,유적지,11399201,세천재,,,60609,서원/향교/서당,4374034025105360000,충청북도,영동군,매곡면,유전리,536,4374034025,4374034000,437404529150.0,내오곡길,94-97,127.9423743,36.179239,라마397981,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002290,장소,유적지,11399202,무첨재,,,60609,서원/향교/서당,4374034024105580001,충청북도,영동군,매곡면,옥전리,558-1,4374034024,4374034000,437404529474.0,옥전2길,69,127.943271,36.1906126,라마398993,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002291,장소,유적지,11399224,장지현장군순절비,,,60603,유명사적/유적지,4374033522105180000,충청북도,영동군,추풍령면,사부리,518,4374033522,4374033500,,,,127.9776192,36.2151294,라바429021,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002292,장소,유적지,11399229,연풍향청,,,60609,서원/향교/서당,4376033021101650001,충청북도,괴산군,연풍면,삼풍리,165-1,4376033021,4376033000,437603246049.0,중앙로,44,127.9960562,36.7631809,라바442629,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002293,장소,유적지,11399250,한수명오리고가,,,60608,고택/생가/민속마을,4315035030107230002,충청북도,제천시,한수면,송계리,723-2,4315035030,4315035000,431503014004.0,미륵송계로,1588,128.0802112,36.882163,라바517761,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002294,장소,유적지,11399251,김세균판서고가,,,60608,고택/생가/민속마을,4315035030107230003,충청북도,제천시,한수면,송계리,723-3,4315035030,4315035000,431503014004.0,미륵송계로,1588-1,128.0802894,36.8819627,라바517761,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002295,장소,유적지,11399255,중원미륵리도요지,,,60603,유명사적/유적지,4313032525102150000,충청북도,충주시,수안보면,미륵리,215,4313032525,4313032500,,,,128.0879121,36.8240418,라바524696,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002296,장소,유적지,11399257,미륵리3층석탑,,,60606,비/탑/문/각,4313032525100580000,충청북도,충주시,수안보면,미륵리,58,4313032525,4313032500,,,,128.0950355,36.8215803,라바530694,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002297,장소,유적지,11399263,미륵리석불입상,,,60606,비/탑/문/각,4313032525100580000,충청북도,충주시,수안보면,미륵리,58,4313032525,4313032500,,,,128.0950374,36.8215793,라바530694,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002298,장소,유적지,11399277,박도수가옥,,,60608,고택/생가/민속마을,4315031021103050000,충청북도,제천시,금성면,구룡리,305,4315031021,4315031000,431504517085.0,국사봉로23길,25-12,128.1647718,37.0678722,라바590967,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002299,장소,유적지,11399278,청풍향교,,,60609,서원/향교/서당,4315032041200060005,충청북도,제천시,청풍면,물태리,산6-5,4315032041,4315032000,,,,128.1713547,36.9993807,라바597891,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002300,장소,유적지,11399289,정원태가옥,,,60608,고택/생가/민속마을,4315031030106210000,충청북도,제천시,금성면,월림리,621,4315031030,4315031000,431504517718.0,월림로4길,30-22,128.1724474,37.0862991,라바597988,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002301,장소,유적지,11399291,금성중전리고가,,,60608,고택/생가/민속마을,4315031024100450000,충청북도,제천시,금성면,중전리,45,4315031024,4315031000,431504517524.0,신담길,278,128.1911219,37.0625141,라바614962,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002302,장소,유적지,11399299,점말동굴유적지,,,60603,유명사적/유적지,4315038026200680001,충청북도,제천시,송학면,포전리,산68-1,4315038026,4315038000,,,,128.2237823,37.2017816,라사642116,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002303,장소,유적지,11399300,두학동석조여래입상,,,60603,유명사적/유적지,4315011800111170000,충청북도,제천시,두학동,,1117,4315011800,4315057700,,,,128.2294248,37.1257122,라사647032,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002304,장소,유적지,11399306,박약재,,,60609,서원/향교/서당,4315011800102310000,충청북도,제천시,두학동,,231,4315011800,4315057700,431504517955.0,중말16길,5-4,128.2645929,37.1365799,라사679044,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002305,장소,유적지,11399309,단양각기리입석,,,60603,유명사적/유적지,4380035028101850000,충청북도,단양군,적성면,각기리,185,4380035028,4380035000,,,,128.2853256,37.0167783,라바698912,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002306,장소,유적지,11399312,입석리선돌,,,60603,유명사적/유적지,4315038023106650003,충청북도,제천시,송학면,입석리,665-3,4315038023,4315038000,,,,128.2938606,37.1956639,라사704110,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002307,장소,유적지,11399321,우화교기사비,,,60606,비/탑/문/각,4380036025100890000,충청북도,단양군,단성면,하방리,89,4380036025,4380036000,,,,128.3225364,36.9389804,라바732826,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002308,장소,유적지,11399322,탁오대암각자,,,60606,비/탑/문/각,4380036025200170000,충청북도,단양군,단성면,하방리,산17,4380036025,4380036000,,,,128.3221153,36.9389766,라바732826,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002309,장소,유적지,11399323,북도별업암각자,,,60606,비/탑/문/각,4380036025200170000,충청북도,단양군,단성면,하방리,산17,4380036025,4380036000,,,,128.3221153,36.9389766,라바732826,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002310,장소,유적지,11399335,단양금굴구석기유적,,,60603,유명사적/유적지,4380025028200040018,충청북도,단양군,단양읍,도담리,산4-18,4380025028,4380025000,,,,128.3571298,36.9963343,라바762889,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002311,장소,유적지,11399357,영춘향교,,,60609,서원/향교/서당,4380033021104610000,충청북도,단양군,영춘면,상리,461,4380033021,4380033000,438003000187.0,영부로,2884-3,128.4886553,37.0814945,라바878985,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002312,장소,유적지,11401056,제천시민탑,,,60606,비/탑/문/각,4315010200111580000,충청북도,제천시,서부동,,1158,4315010200,4315054700,,,,128.2007611,37.1321155,라사622039,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002313,장소,유적지,11402113,애한정,,,60603,유명사적/유적지,4376025031100700003,충청북도,괴산군,괴산읍,검승리,70-3,4376025031,4376025000,,,,127.8455399,36.8268638,라바308699,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002314,장소,유적지,11402393,덕양서당,,,60603,유명사적/유적지,4373032024104670000,충청북도,옥천군,안남면,도덕리,467,4373032024,4373032000,,,,127.6856848,36.3516351,라바166171,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002315,장소,유적지,11402595,정남진종려거리조성기념탑,,,60606,비/탑/문/각,4680032031103040007,전라남도,장흥군,안양면,수문리,304-7,4680032031,4680032000,,,,127.026571,34.6286415,다라566261,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002316,장소,유적지,11402760,오달제선생묘,,,60606,비/탑/문/각,4146125328200450014,경기도,용인시처인구,모현읍,오산리,산45-14,4146125328,4146125300,,,,127.1529615,37.3319584,다사692259,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002317,장소,유적지,11402774,보은향교,,,60609,서원/향교/서당,4372025024102830000,충청북도,보은군,보은읍,교사리,283,4372025024,4372025000,437204523467.0,향교2길,21-6,127.713674,36.4922684,라바191327,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002318,장소,유적지,11402775,회인향교,,,60609,서원/향교/서당,4372038527104050001,충청북도,보은군,회인면,부수리,405-1,4372038527,4372038500,437204523169.0,부수1길,31-13,127.6014889,36.4971793,라바090332,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002319,장소,유적지,11402784,김영이와장비단소,,,60603,유명사적/유적지,4374036025106620000,충청북도,영동군,양강면,남전리,662,4374036025,4374036000,,,,127.7579012,36.1358717,라마232932,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002320,장소,유적지,11402785,이의정유적,,,60603,유명사적/유적지,4374039023200300000,충청북도,영동군,양산면,봉곡리,산30,4374039023,4374039000,,,,127.6872639,36.1320349,라마168927,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002321,장소,유적지,11402894,단군성전,,,60603,유명사적/유적지,4311331023200020000,충청북도,청주시흥덕구,강내면,저산리,산2,4311331023,4311331000,,,,127.3752409,36.5712906,다바888415,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002322,장소,유적지,11402895,옥화대,,,60603,유명사적/유적지,4311132039101320002,충청북도,청주시상당구,미원면,옥화리,132-2,4311132039,4311132000,,,,127.701082,36.6167658,라바179465,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002323,장소,유적지,11403617,죽령산신당,,,60603,유명사적/유적지,4380031024200490009,충청북도,단양군,대강면,용부원리,산49-9,4380031024,4380031000,,,,128.3966316,36.9130127,라바798797,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002324,장소,유적지,11403705,구낭굴구석기유적지,,,60603,유명사적/유적지,4380032023200360001,충청북도,단양군,가곡면,여천리,산36-1,4380032023,4380032000,,,,128.377503,37.034508,라바780932,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002325,장소,유적지,11403719,학조등곡화상탑,,,60605,보물,4372031527200010019,충청북도,보은군,속리산면,사내리,산1-19,4372031527,4372031500,,,,127.852388,36.551866,라바315394,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002326,장소,유적지,11403736,최태하가옥,,,60608,고택/생가/민속마을,4372035026102810000,충청북도,보은군,삼승면,선곡리,281,4372035026,4372035000,437203241002.0,거현송죽로,301-7,127.7151016,36.4326767,라바192261,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002327,장소,유적지,11403738,조중봉후율사,,,60603,유명사적/유적지,4372036028100300004,충청북도,보은군,수한면,차정리,30-4,4372036028,4372036000,,,,127.6530178,36.4777522,라바137311,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002328,장소,유적지,11403740,풍림정사,,,60603,유명사적/유적지,4372038532101260003,충청북도,보은군,회인면,눌곡리,126-3,4372038532,4372038500,,,,127.6000733,36.481743,라바089315,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002329,장소,유적지,11403742,상현서원,,,60609,서원/향교/서당,4372032522102640000,충청북도,보은군,장안면,서원리,264,4372032522,4372032500,437203241032.0,장안로,201,127.7984045,36.4780098,라바267311,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002330,장소,유적지,11403746,고봉정사,,,60603,유명사적/유적지,4372033021104580001,충청북도,보은군,마로면,관기리,458-1,4372033021,4372033000,,,,127.8151865,36.4295474,라바282258,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002331,장소,유적지,11403768,송재휘가옥,,,60608,고택/생가/민속마을,4374025021104170000,충청북도,영동군,영동읍,계산리,417,4374025021,4374025000,437404529103.0,금동로5길,9,127.7760143,36.1810282,라마248982,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002332,장소,유적지,11403789,한천정사,,,60606,비/탑/문/각,4374032027100500000,충청북도,영동군,황간면,원촌리,50,4374032027,4374032000,,,,127.8921602,36.2341163,라바352041,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002333,장소,유적지,11403873,묵정리고가,,,60608,고택/생가/민속마을,4374036030105940000,충청북도,영동군,양강면,묵정리,594,4374036030,4374036000,437404529224.0,마포2길,6-7,127.6996825,36.1212582,라마179916,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002334,장소,유적지,11403938,송계서원유허비각,,,60606,비/탑/문/각,4374034027200210001,충청북도,영동군,매곡면,수원리,산21-1,4374034027,4374034000,,,,127.9196708,36.1709919,라마377971,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002335,장소,유적지,11403941,서정우가옥,,,60608,고택/생가/민속마을,4377037026105850010,충청북도,음성군,감곡면,영산리,585-10,4377037026,4377037000,437704541372.0,영산로55번길,19-4,127.6386759,37.0774325,라바123976,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002336,장소,유적지,11404469,김주태가옥,,,60608,고택/생가/민속마을,4377037026102390001,충청북도,음성군,감곡면,영산리,239-1,4377037026,4377037000,437704541373.0,영산안길,47-11,127.6576104,37.0809189,라바140980,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002337,장소,유적지,11404470,수정산성,,,60610,성/성터,4377025024200950000,충청북도,음성군,음성읍,한벌리,산95,4377025024,4377025000,,,,127.7051144,36.9396973,라바182823,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002338,장소,유적지,11404477,증평사곡리우물,,,60603,유명사적/유적지,4374525034111250000,충청북도,증평군,증평읍,사곡리,1125,4374525034,4374525000,,,,127.6161523,36.787531,라바103654,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002339,장소,유적지,11404489,청연사,,,60603,유명사적/유적지,4374525037100310000,충청북도,증평군,증평읍,남차리,31,4374525037,4374525000,,,,127.6316488,36.7440086,라바117606,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002340,장소,유적지,11404495,양무공사,,,60609,서원/향교/서당,4374525039101010000,충청북도,증평군,증평읍,죽리,101,4374525039,4374525000,437454532128.0,원평길,278-2,127.6124282,36.7393187,라바100601,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002341,장소,유적지,11404501,신헌고택,,,60608,고택/생가/민속마을,4375035023108260000,충청북도,진천군,이월면,노원리,826,4375035023,4375035000,437504535070.0,논실안길,58-1,127.4164006,36.9237647,다바925806,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002342,장소,유적지,11404503,신잡영정,,,60603,유명사적/유적지,4375035023109590000,충청북도,진천군,이월면,노원리,959,4375035023,4375035000,,,,127.4157025,36.9232116,다바924805,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002343,장소,유적지,11404505,이시발신도비,,,60606,비/탑/문/각,4375032024101920011,충청북도,진천군,초평면,용정리,192-11,4375032024,4375032000,,,,127.5273102,36.8371101,라바024709,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002344,장소,유적지,11404534,용두사지철당간,,,60604,국보,4311110600100480019,충청북도,청주시상당구,남문로2가,,48-19,4311110600,4311154500,,,,127.4897619,36.6330915,다바990483,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002345,장소,유적지,11404543,운곡서원,,,60609,서원/향교/서당,4311112900105290002,충청북도,청주시상당구,운동동,,529-2,4311112900,4311173000,,,,127.5212939,36.604248,라바019451,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002346,장소,유적지,11404559,조헌전장기적비,,,60606,비/탑/문/각,4311110600100920006,충청북도,청주시상당구,남문로2가,,92-6,4311110600,4311154500,,,,127.4882875,36.6325022,다바989482,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002347,장소,유적지,11404567,망선루,,,60606,비/탑/문/각,4311110600100920006,충청북도,청주시상당구,남문로2가,,92-6,4311110600,4311154500,,,,127.4877783,36.6329809,다바989483,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002348,장소,유적지,11404572,부모산성,,,60610,성/성터,4311313800200300000,충청북도,청주시흥덕구,비하동,,산30,4311313800,4311376000,,,,127.409401,36.6339432,다바919484,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002349,장소,유적지,11409110,도동리홍교,,,60603,유명사적/유적지,4687025024101040005,전라남도,영광군,영광읍,도동리,104-5,4687025024,4687025000,,,,126.5124473,35.2713635,다라101977,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002350,장소,유적지,11409116,영광향교,,,60609,서원/향교/서당,4687025025103930000,전라남도,영광군,영광읍,교촌리,393,4687025025,4687025000,468704694421.0,향교길,32,126.520052,35.2737724,다라108980,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
KCLHTPO25N000002351,장소,유적지,11409155,녹동서원,,,60609,서원/향교/서당,4683025022100840005,전라남도,영암군,영암읍,교동리,84-5,4683025022,4683025000,468303295018.0,낭산로,10-41,126.6957935,34.7919232,다라264444,20251002,맵퍼스,KC_507_LLR_HISTST_2025,20250822
